# resistance (ohms),time (s),res min,res_max
7.530379338717479706e+08,0.000000000000000000e+00,7.410000000000000000e+08,1.000000000000000000e+10
6.670952664807770252e+08,3.550322318077087402e+01,7.410000000000000000e+08,1.000000000000000000e+10
3.359053042638643384e+08,6.555069923400878906e+01,7.410000000000000000e+08,1.000000000000000000e+10
3.857188252942432761e+08,9.640108466148376465e+01,7.410000000000000000e+08,1.000000000000000000e+10
3.407634184200279117e+08,1.264428687095642090e+02,7.410000000000000000e+08,1.000000000000000000e+10
3.346924031558494568e+08,1.564908823966979980e+02,7.410000000000000000e+08,1.000000000000000000e+10
3.942533785247582793e+08,1.865381815433502197e+02,7.410000000000000000e+08,1.000000000000000000e+10
3.935515848684390187e+08,2.165851001739501953e+02,7.410000000000000000e+08,1.000000000000000000e+10
3.966907864185388088e+08,2.466420934200286865e+02,7.410000000000000000e+08,1.000000000000000000e+10
3.515540393576700091e+08,2.766973955631256104e+02,7.410000000000000000e+08,1.000000000000000000e+10
4.355927278386493325e+08,3.067475249767303467e+02,7.410000000000000000e+08,1.000000000000000000e+10
