# resistance (ohms),time (s),res min,res_max
1.177221510137280941e+09,0.000000000000000000e+00,7.410000000000000000e+08,1.000000000000000000e+10
1.024624964439494014e+09,3.469190764427185059e+01,7.410000000000000000e+08,1.000000000000000000e+10
1.241706163373688936e+09,6.554352045059204102e+01,7.410000000000000000e+08,1.000000000000000000e+10
1.161398879957604885e+09,9.559307050704956055e+01,7.410000000000000000e+08,1.000000000000000000e+10
1.012772923997146606e+09,1.256337037086486816e+02,7.410000000000000000e+08,1.000000000000000000e+10
9.828118202934876680e+08,1.556827080249786377e+02,7.410000000000000000e+08,1.000000000000000000e+10
9.379514536212174892e+08,1.857325739860534668e+02,7.410000000000000000e+08,1.000000000000000000e+10
9.424908750154086351e+08,2.157823748588562012e+02,7.410000000000000000e+08,1.000000000000000000e+10
8.415628572934007645e+08,2.458317248821258545e+02,7.410000000000000000e+08,1.000000000000000000e+10
9.546638081231905222e+08,2.758813626766204834e+02,7.410000000000000000e+08,1.000000000000000000e+10
7.973456300189019442e+08,3.059303245544433594e+02,7.410000000000000000e+08,1.000000000000000000e+10
