# resistance (ohms),time (s),res min,res_max
1.182906805036322773e+07,0.000000000000000000e+00,1.220000000000000000e+07,1.250000000000000000e+07
1.183862647497965209e+07,6.096395530700683594e+02,1.220000000000000000e+07,1.250000000000000000e+07
1.287940356306381337e+07,1.209689113378524780e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.235019880392894149e+07,1.809738673686981201e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.273966981578565016e+07,2.409788233757019043e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.292707434039861709e+07,3.009837793588638306e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.193907387923391536e+07,3.609888065099716187e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.264358289806218818e+07,4.209937625408172607e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.214129780129110254e+07,4.809987185955047607e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.294808239126376808e+07,5.410036745786666870e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.175020005303100310e+07,6.010086307287216187e+03,1.220000000000000000e+07,1.250000000000000000e+07
