# resistance (ohms),time (s),res min,res_max
1.228091070223156177e+07,0.000000000000000000e+00,1.220000000000000000e+07,1.250000000000000000e+07
1.532940358962512203e+07,6.096295530796051025e+02,1.220000000000000000e+07,1.250000000000000000e+07
1.635149594276871718e+07,1.209679113149642944e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.660964630455799587e+07,1.809728673219680786e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.541477260859649628e+07,2.409778233766555786e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.853118990595708415e+07,3.009823651075363159e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.616848022041907161e+07,3.609873210906982422e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.760596096992612258e+07,4.209922770977020264e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.824215577040660009e+07,4.809972331523895264e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.958571339330524579e+07,5.410021891355514526e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.832193870589618757e+07,6.010071451663970947e+03,1.220000000000000000e+07,1.250000000000000000e+07
