# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
1.565178877015772462e+08,-6.389046099999999974e-10,1.000000000000000000e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.566712056403890252e+08,-6.382793800000000219e-10,1.004999999999999893e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.570436889889194369e+08,-6.367654799999999905e-10,1.010000000000000009e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.572651081856952906e+08,-6.358689549999999950e-10,1.014999999999999902e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.574488041239809394e+08,-6.351270850000001025e-10,1.020000000000000018e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.578509888559411764e+08,-6.335088600000000060e-10,1.024999999999999911e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.581587174764093757e+08,-6.322762450000000359e-10,1.030000000000000027e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.581569014677996337e+08,-6.322835050000000134e-10,1.034999999999999920e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.583028490856039524e+08,-6.317005700000000579e-10,1.040000000000000036e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.584441971341786087e+08,-6.311370300000000605e-10,1.044999999999999929e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.580624027837191820e+08,-6.326615200000000141e-10,1.050000000000000044e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.574694942025519013e+08,-6.350436350000000742e-10,1.054999999999999938e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.571592571603682637e+08,-6.362972300000001354e-10,1.060000000000000053e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
