# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
3.012937149894537926e+08,-3.319020444999999998e-10,1.000000000000000000e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.015747256579621434e+08,-3.315927745000000237e-10,1.004999999999999893e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.024987096728476882e+08,-3.305799225000000269e-10,1.010000000000000009e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.036776222498908639e+08,-3.292965720000000531e-10,1.014999999999999902e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.041014080883524418e+08,-3.288376750000000072e-10,1.020000000000000018e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.046959961741030216e+08,-3.281959764999999891e-10,1.024999999999999911e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.058877857601591349e+08,-3.269172705000000565e-10,1.030000000000000027e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.064064574376504421e+08,-3.263638790000000206e-10,1.034999999999999920e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.066457197179957628e+08,-3.261092315000000237e-10,1.040000000000000036e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.076975607997418642e+08,-3.249944515000000207e-10,1.044999999999999929e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.084765366761759520e+08,-3.241737640000000049e-10,1.050000000000000044e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
3.085284820590432882e+08,-3.241191845000000311e-10,1.054999999999999938e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
