# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
2.400722744304196537e+07,-4.165412279999999808e-09,1.000000000000000000e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.397726110688386112e+07,-4.170618134999999878e-09,1.004999999999999893e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.392182970889325812e+07,-4.180282244999999933e-09,1.010000000000000009e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.388848323789145425e+07,-4.186117595000000573e-09,1.014999999999999902e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.388352243985963985e+07,-4.186987084999999974e-09,1.020000000000000018e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.385778723262946308e+07,-4.191503555000000070e-09,1.024999999999999911e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.388881602269139141e+07,-4.186059280000000430e-09,1.030000000000000027e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.396083471219351143e+07,-4.173477310000000162e-09,1.034999999999999920e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.397413084836320952e+07,-4.171162684999999757e-09,1.040000000000000036e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.398658389106049016e+07,-4.168997154999999813e-09,1.044999999999999929e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.395898124657941982e+07,-4.173800170000000344e-09,1.050000000000000044e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.391979288722019643e+07,-4.180638204999999913e-09,1.054999999999999938e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.384108435316810012e+07,-4.194440090000000032e-09,1.060000000000000053e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.377427479608926177e+07,-4.206227145000000270e-09,1.064999999999999947e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.373915242693984509e+07,-4.212450310000000209e-09,1.070000000000000062e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.368110473073474318e+07,-4.222775970000000216e-09,1.074999999999999956e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.362521230634615943e+07,-4.232766194999999753e-09,1.080000000000000071e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.364203812312928215e+07,-4.229753775000000168e-09,1.084999999999999964e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.372483617096114904e+07,-4.214992224999999613e-09,1.090000000000000080e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.380022458010914922e+07,-4.201641025000000306e-09,1.094999999999999973e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.388972679849382862e+07,-4.185899689999999850e-09,1.100000000000000089e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.397663628326537088e+07,-4.170726820000000030e-09,1.104999999999999982e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.401792078906056285e+07,-4.163557739999999903e-09,1.110000000000000098e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.398577183203541115e+07,-4.169138300000000221e-09,1.114999999999999991e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.397601905147900432e+07,-4.170834190000000012e-09,1.120000000000000107e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.395191515070464835e+07,-4.175031490000000439e-09,1.125000000000000000e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.390687739565439522e+07,-4.182896760000000146e-09,1.129999999999999893e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.386266573886077106e+07,-4.190646640000000128e-09,1.135000000000000009e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.387321920675638318e+07,-4.188794109999999870e-09,1.140000000000000124e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.394934272388019413e+07,-4.175479935000000371e-09,1.145000000000000018e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.403661834585280344e+07,-4.160319000000000469e-09,1.149999999999999911e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.404889633145581931e+07,-4.158194980000000357e-09,1.155000000000000027e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.400543963262075186e+07,-4.165722499999999932e-09,1.159999999999999920e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.396016475972487405e+07,-4.173594005000000220e-09,1.165000000000000036e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.402637719482397661e+07,-4.162092319999999630e-09,1.169999999999999929e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.403336701349359006e+07,-4.160881824999999969e-09,1.175000000000000044e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.399162581897439435e+07,-4.168121024999999784e-09,1.179999999999999938e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.397362547347206250e+07,-4.171250614999999993e-09,1.185000000000000053e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.393256849487342313e+07,-4.178406509999999806e-09,1.189999999999999947e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.389383188686486706e+07,-4.185180529999999896e-09,1.195000000000000062e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.387231544503311068e+07,-4.188952690000000294e-09,1.199999999999999956e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.386031176133880764e+07,-4.191060074999999818e-09,1.205000000000000071e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.386819042928789183e+07,-4.189676645000000204e-09,1.209999999999999964e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.394198303015466407e+07,-4.176763465000000400e-09,1.215000000000000080e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.403515043649329618e+07,-4.160573084999999821e-09,1.219999999999999973e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
2.411722381147626042e+07,-4.146414230000000392e-09,1.225000000000000089e+00,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,2.000000000000000111e-01
