# resistance (ohms),time (s),res min,res_max
1.081773041592702270e+07,0.000000000000000000e+00,1.020000000000000000e+07,1.040000000000000000e+07
1.059785954077047668e+07,6.096195526123046875e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.026965790444734506e+07,1.209669112682342529e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.031725513100182638e+07,1.809718673229217529e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.051419005077733658e+07,2.409768233060836792e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.090725690342104062e+07,3.009817793130874634e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.175553338540329412e+07,3.609860544443130493e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.177962671976733953e+07,4.209910104274749756e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.234362737956282683e+07,4.809959664821624756e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.260268772353978083e+07,5.410009224891662598e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.189291797428308614e+07,6.010058785438537598e+03,1.020000000000000000e+07,1.040000000000000000e+07
