# resistance (ohms),time (s),res min,res_max
9.463618924595607445e+06,0.000000000000000000e+00,1.020000000000000000e+07,1.040000000000000000e+07
1.289166687178383023e+07,6.104895524978637695e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.359420274897509255e+07,1.210539112567901611e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.670001054789366014e+07,1.810588672637939453e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.746438267516612634e+07,2.410638234376907349e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.772613271375110745e+07,3.010680213451385498e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.684198459654320031e+07,3.610729773759841919e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.672010322483439930e+07,4.210779333829879761e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.720149112845996395e+07,4.810828893899917603e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.904000333641786501e+07,5.410878454208374023e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.737911478783663735e+07,6.010931848287582397e+03,1.020000000000000000e+07,1.040000000000000000e+07
