# resistance (ohms),time (s),res min,res_max
9.769024601481189951e+06,0.000000000000000000e+00,1.020000000000000000e+07,1.040000000000000000e+07
9.223140671793458983e+06,6.104095523357391357e+02,1.020000000000000000e+07,1.040000000000000000e+07
9.246451468515412882e+06,1.210459112644195557e+03,1.020000000000000000e+07,1.040000000000000000e+07
9.444832196783155203e+06,1.810508672714233398e+03,1.020000000000000000e+07,1.040000000000000000e+07
9.002437959226178005e+06,2.410558233022689819e+03,1.020000000000000000e+07,1.040000000000000000e+07
9.566630856854042038e+06,3.010611304283142090e+03,1.020000000000000000e+07,1.040000000000000000e+07
9.441728085501268506e+06,3.610660864353179932e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.098648297513229400e+07,4.210710424423217773e+03,1.020000000000000000e+07,1.040000000000000000e+07
9.032626315949779004e+06,4.810759984731674194e+03,1.020000000000000000e+07,1.040000000000000000e+07
9.926654333526611328e+06,5.410809545040130615e+03,1.020000000000000000e+07,1.040000000000000000e+07
9.334410076204443350e+06,6.010859105110168457e+03,1.020000000000000000e+07,1.040000000000000000e+07
