# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
3.327559097674185038e+07,-3.005205830000000042e-09,3.000000000000000000e+01,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.546070601560009271e+07,-2.820022815000000182e-09,6.001833333333333087e+01,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.471375375378043950e+07,-2.880702580000000108e-09,9.003666666666666174e+01,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.755352753071072698e+07,-2.662865689999999957e-09,1.200550000000000068e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.568455423581029475e+07,-2.802332890000000032e-09,1.500733333333333235e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.470620079152037203e+07,-2.881329495000000352e-09,1.800916666666666686e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.398894495969607681e+07,-2.942133100000000216e-09,2.101100000000000136e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.366207009696906060e+07,-2.970702625000000101e-09,2.401283333333333303e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.951125717898035794e+07,-3.388537445000000059e-09,2.701466666666666470e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.232599608151531219e+07,-4.479083469999999746e-09,3.001650000000000205e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
