# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
4.991649469602302313e+08,-2.003345800000000020e-10,3.000000000000000000e+01,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
1.654982079440298080e+08,-6.042361500000000900e-10,6.001833333333333087e+01,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
4.330614905309589505e+08,-2.309140900000000028e-10,9.003666666666666174e+01,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
9.456409639561381340e+08,-1.057483800000000050e-10,1.200550000000000068e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
9.436821015537679195e+08,-1.059678888000000190e-10,1.500733333333333235e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
8.624977027158063650e+08,-1.159423378000000142e-10,1.800916666666666686e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
8.612303350540831089e+08,-1.161129560000000006e-10,2.101100000000000136e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
9.279387642964997292e+08,-1.077657318000000046e-10,2.401283333333333303e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
8.077306165535902977e+08,-1.238036517999999965e-10,2.701466666666666470e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
7.411059379841543436e+08,-1.349334755999999962e-10,3.001650000000000205e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
