# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
4.460914059848265648e+08,-2.241693039999999987e-10,3.000000000000000000e+01,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
4.881994956547707319e+08,-2.048342959999999776e-10,6.001833333333333087e+01,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
4.927880663603391051e+08,-2.029269920000000123e-10,9.003666666666666174e+01,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
6.534415712248274088e+08,-1.530358709999999968e-10,1.200550000000000068e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
5.829152196131516695e+08,-1.715515337999999919e-10,1.500733333333333235e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
6.414601719027818441e+08,-1.558943241999999993e-10,1.800916666666666686e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
6.087595907760239840e+08,-1.642684592000000074e-10,2.101100000000000136e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
5.517015091897400618e+08,-1.812574342000000015e-10,2.401283333333333303e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
5.311637568662662506e+08,-1.882658572000000122e-10,2.701466666666666470e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
4.434200298716111183e+08,-2.255198080000000058e-10,3.001650000000000205e+02,5.000000000000000000e+08,1.000000000000000000e+10,7.000000000000000000e+00,1.000000000000000000e+00
