# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
2.394991435839936733e+08,-4.175380275000000407e-10,3.000000000000000000e+01,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
2.089243247525344789e+08,-4.786422075000000765e-10,6.001833333333333087e+01,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
2.145968099928824306e+08,-4.659901515000000242e-10,9.003666666666666174e+01,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
2.066839256356402636e+08,-4.838305625000000481e-10,1.200550000000000068e+02,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
1.884513347277789712e+08,-5.306409750000000417e-10,1.500733333333333235e+02,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
2.022981891572952867e+08,-4.943197980000000567e-10,1.800916666666666686e+02,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
1.794220895236383677e+08,-5.573449750000000976e-10,2.101100000000000136e+02,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
1.703366217016878724e+08,-5.870728150000000498e-10,2.401283333333333303e+02,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
1.767998483128021359e+08,-5.656113450000000710e-10,2.701466666666666470e+02,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
1.618688942243753970e+08,-6.177839200000001027e-10,3.001650000000000205e+02,5.000000000000000000e+08,1.000000000000000000e+10,8.000000000000000000e+00,1.000000000000000000e+00
