# resistance (ohms),time (s),res min,res_max
2.062310922049994767e+07,0.000000000000000000e+00,2.280000000000000000e+07,2.660000000000000000e+07
1.909837032937536389e+07,3.954177379608154297e+01,2.280000000000000000e+07,2.660000000000000000e+07
2.013190032547575235e+07,6.958583092689514160e+01,2.280000000000000000e+07,2.660000000000000000e+07
1.954721438560822979e+07,9.963993930816650391e+01,2.280000000000000000e+07,2.660000000000000000e+07
2.496243450036604330e+07,1.296880605220794678e+02,2.280000000000000000e+07,2.660000000000000000e+07
2.033347626987700909e+07,1.597299308776855469e+02,2.280000000000000000e+07,2.660000000000000000e+07
1.956733396004242823e+07,1.897820367813110352e+02,2.280000000000000000e+07,2.660000000000000000e+07
2.693223542136517540e+07,2.198301599025726318e+02,2.280000000000000000e+07,2.660000000000000000e+07
2.182742050011994690e+07,2.498756556510925293e+02,2.280000000000000000e+07,2.660000000000000000e+07
2.733097461100729182e+07,2.799242990016937256e+02,2.280000000000000000e+07,2.660000000000000000e+07
2.257733737379921973e+07,3.099694018363952637e+02,2.280000000000000000e+07,2.660000000000000000e+07
