# resistance (ohms),time (s),res min,res_max
1.155582603378766216e+07,0.000000000000000000e+00,1.070000000000000000e+07,1.140000000000000000e+07
1.181733075013573654e+07,3.953368496894836426e+01,1.070000000000000000e+07,1.140000000000000000e+07
1.345097348495010659e+07,6.958429241180419922e+01,1.070000000000000000e+07,1.140000000000000000e+07
1.325042471917613037e+07,9.963038849830627441e+01,1.070000000000000000e+07,1.140000000000000000e+07
1.326509987044971809e+07,1.296800162792205811e+02,1.070000000000000000e+07,1.140000000000000000e+07
1.311027992519064620e+07,1.597291424274444580e+02,1.070000000000000000e+07,1.140000000000000000e+07
1.424191125309663638e+07,1.897791721820831299e+02,1.070000000000000000e+07,1.140000000000000000e+07
1.290949624028027058e+07,2.198289921283721924e+02,1.070000000000000000e+07,1.140000000000000000e+07
1.338599257877894118e+07,2.498726022243499756e+02,1.070000000000000000e+07,1.140000000000000000e+07
1.436682888851782680e+07,2.799261584281921387e+02,1.070000000000000000e+07,1.140000000000000000e+07
1.457229342455278151e+07,3.099726600646972656e+02,1.070000000000000000e+07,1.140000000000000000e+07
