# resistance (ohms),time (s),res min,res_max
6.489181243519984484e+08,0.000000000000000000e+00,4.770000000000000000e+08,1.000000000000000000e+10
7.786889468055231571e+08,6.055695557594299316e+02,4.770000000000000000e+08,1.000000000000000000e+10
7.711098155609420538e+08,1.205619116067886353e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.896006844479881525e+08,1.805668676137924194e+03,4.770000000000000000e+08,1.000000000000000000e+10
5.433352662485430241e+08,2.405718236207962036e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.747860432275227308e+08,3.005760955810546875e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.400160280493936539e+08,3.605810516119003296e+03,4.770000000000000000e+08,1.000000000000000000e+10
5.949958186073851585e+08,4.205860075950622559e+03,4.770000000000000000e+08,1.000000000000000000e+10
3.511606103986101747e+08,4.805909636259078979e+03,4.770000000000000000e+08,1.000000000000000000e+10
2.885169192841950655e+08,5.406779195785522461e+03,4.770000000000000000e+08,1.000000000000000000e+10
3.769769358498876095e+08,6.006828755855560303e+03,4.770000000000000000e+08,1.000000000000000000e+10
