# resistance (ohms),time (s),res min,res_max
1.259310531387927756e+07,0.000000000000000000e+00,1.220000000000000000e+07,1.250000000000000000e+07
1.576537489809261821e+07,6.096295533180236816e+02,1.220000000000000000e+07,1.250000000000000000e+07
1.707472688483449444e+07,1.209679113388061523e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.689747776418657601e+07,1.809728673219680786e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.666594614226178452e+07,2.409778233766555786e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.890244395746708289e+07,3.009828149318695068e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.905319564579606429e+07,3.609877708435058594e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.787416065399266034e+07,4.209927268505096436e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.733577274237336591e+07,4.809976828813552856e+03,1.220000000000000000e+07,1.250000000000000000e+07
1.783268803225391358e+07,5.410026388883590698e+03,1.220000000000000000e+07,1.250000000000000000e+07
2.068059434795592725e+07,6.010075948953628540e+03,1.220000000000000000e+07,1.250000000000000000e+07
