# resistance (ohms),time (s),res min,res_max
3.477744953661656380e+08,0.000000000000000000e+00,4.770000000000000000e+08,1.000000000000000000e+10
6.009808052416083813e+08,6.063895556926727295e+02,4.770000000000000000e+08,1.000000000000000000e+10
8.164752490794508457e+08,1.206439115524291992e+03,4.770000000000000000e+08,1.000000000000000000e+10
7.714394109457758665e+08,1.806488675594329834e+03,4.770000000000000000e+08,1.000000000000000000e+10
1.003657621440554976e+09,2.406538235902786255e+03,4.770000000000000000e+08,1.000000000000000000e+10
5.780011660318082571e+08,3.006586997509002686e+03,4.770000000000000000e+08,1.000000000000000000e+10
9.983541054349471331e+08,3.606636557817459106e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.240111614929541349e+08,4.206686117649078369e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.996874454200062752e+08,4.806735677957534790e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.009221195594722033e+08,5.406785238027572632e+03,4.770000000000000000e+08,1.000000000000000000e+10
8.137946473907055855e+08,6.006834798336029053e+03,4.770000000000000000e+08,1.000000000000000000e+10
