# resistance (ohms),time (s),res min,res_max
8.632377894842031002e+08,0.000000000000000000e+00,4.770000000000000000e+08,1.000000000000000000e+10
1.008019940714980483e+09,6.055795562267303467e+02,4.770000000000000000e+08,1.000000000000000000e+10
5.770310083538395166e+08,1.205629116535186768e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.336303302314002514e+08,1.805676650524139404e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.057789115239727497e+08,2.405726210594177246e+03,4.770000000000000000e+08,1.000000000000000000e+10
9.668449061365212202e+08,3.005775770902633667e+03,4.770000000000000000e+08,1.000000000000000000e+10
2.799658234520679116e+08,3.605825331211090088e+03,4.770000000000000000e+08,1.000000000000000000e+10
2.830602196846499443e+08,4.207514890432357788e+03,4.770000000000000000e+08,1.000000000000000000e+10
2.802664241214874387e+08,4.807564450263977051e+03,4.770000000000000000e+08,1.000000000000000000e+10
2.971007968377066255e+08,5.407608054876327515e+03,4.770000000000000000e+08,1.000000000000000000e+10
2.949335542794629931e+08,6.007657615184783936e+03,4.770000000000000000e+08,1.000000000000000000e+10
