# resistance (ohms),time (s),res min,res_max
7.828041230418410301e+08,0.000000000000000000e+00,4.770000000000000000e+08,1.000000000000000000e+10
5.523430058904067278e+08,6.055395562648773193e+02,4.770000000000000000e+08,1.000000000000000000e+10
4.000208490866543651e+08,1.205589116573333740e+03,4.770000000000000000e+08,1.000000000000000000e+10
5.157058803449645042e+08,1.806458675861358643e+03,4.770000000000000000e+08,1.000000000000000000e+10
3.921126601155777574e+08,2.406508235931396484e+03,4.770000000000000000e+08,1.000000000000000000e+10
3.382739987321355343e+08,3.006557101964950562e+03,4.770000000000000000e+08,1.000000000000000000e+10
3.056620028574873209e+08,3.606606662034988403e+03,4.770000000000000000e+08,1.000000000000000000e+10
2.858870774975656867e+08,4.206656222105026245e+03,4.770000000000000000e+08,1.000000000000000000e+10
3.319760999516828656e+08,4.806705782413482666e+03,4.770000000000000000e+08,1.000000000000000000e+10
3.699715848503857255e+08,5.406755342721939087e+03,4.770000000000000000e+08,1.000000000000000000e+10
3.973040125726695657e+08,6.006804902791976929e+03,4.770000000000000000e+08,1.000000000000000000e+10
