# resistance (ohms),time (s),res min,res_max
5.283361496908184886e+08,0.000000000000000000e+00,4.770000000000000000e+08,1.000000000000000000e+10
5.107955176896481514e+08,6.055495562553405762e+02,4.770000000000000000e+08,1.000000000000000000e+10
5.630152860170295238e+08,1.205599116086959839e+03,4.770000000000000000e+08,1.000000000000000000e+10
3.843085851594120860e+08,1.805648676633834839e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.043535358772717714e+08,2.406508236408233643e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.481092331493650675e+08,3.006551889896392822e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.582651729697788954e+08,3.606601449966430664e+03,4.770000000000000000e+08,1.000000000000000000e+10
7.021031868865255117e+08,4.206651010274887085e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.137752008701486588e+08,4.806700570344924927e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.146668229772592783e+08,5.406750130653381348e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.692564956666839123e+08,6.006799690485000610e+03,4.770000000000000000e+08,1.000000000000000000e+10
