# resistance (ohms),time (s),res min,res_max
1.574710229303477146e+07,0.000000000000000000e+00,1.610000000000000000e+07,1.670000000000000000e+07
2.176661975912947580e+07,6.096695528030395508e+02,1.610000000000000000e+07,1.670000000000000000e+07
2.296182532017791644e+07,1.209719113349914551e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.366116251791803539e+07,1.809768673419952393e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.428385031287021190e+07,2.409818233489990234e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.635895218852726370e+07,3.009867793560028076e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.513556850018900260e+07,3.609907949447631836e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.477030315206108242e+07,4.209957509279251099e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.345141360460240394e+07,4.810007071733474731e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.573221927354004979e+07,5.410056629657745361e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.199278737960698828e+07,6.010106189966201782e+03,1.610000000000000000e+07,1.670000000000000000e+07
