# resistance (ohms),time (s),res min,res_max
2.319910339455625787e+07,0.000000000000000000e+00,2.380000000000000000e+07,2.500000000000000000e+07
2.278257899113135785e+07,6.096195530891418457e+02,2.380000000000000000e+07,2.500000000000000000e+07
1.913344841719887778e+07,1.209669113397598267e+03,2.380000000000000000e+07,2.500000000000000000e+07
2.334602233226333559e+07,1.809718673229217529e+03,2.380000000000000000e+07,2.500000000000000000e+07
2.093076291689994186e+07,2.409768233776092529e+03,2.380000000000000000e+07,2.500000000000000000e+07
2.677405078007970750e+07,3.009816414594650269e+03,2.380000000000000000e+07,2.500000000000000000e+07
2.713687684780676290e+07,3.609865974903106689e+03,2.380000000000000000e+07,2.500000000000000000e+07
2.311442281411653385e+07,4.209915534973144531e+03,2.380000000000000000e+07,2.500000000000000000e+07
2.907250080627129599e+07,4.809965095281600952e+03,2.380000000000000000e+07,2.500000000000000000e+07
2.794636718773208559e+07,5.410014655113220215e+03,2.380000000000000000e+07,2.500000000000000000e+07
2.676437229161029309e+07,6.010064215421676636e+03,2.380000000000000000e+07,2.500000000000000000e+07
