# resistance (ohms),time (s),res min,res_max
2.351342039814449847e+07,0.000000000000000000e+00,2.380000000000000000e+07,2.500000000000000000e+07
3.011067940509999543e+07,6.096495530605316162e+02,2.380000000000000000e+07,2.500000000000000000e+07
3.477396032100566477e+07,1.209699113130569458e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.558180917438022792e+07,1.809748673200607300e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.492385180651603639e+07,2.409798233747482300e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.704344054452687502e+07,3.009847793579101562e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.538767892320105433e+07,3.609897348165512085e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.396877745892664790e+07,4.209946907997131348e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.301041576328162104e+07,4.809996468305587769e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.006272749444533139e+07,5.410046028375625610e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.900583838218729198e+07,6.010095588684082031e+03,2.380000000000000000e+07,2.500000000000000000e+07
