# resistance (ohms),time (s),res min,res_max
1.793742918863501027e+07,0.000000000000000000e+00,1.610000000000000000e+07,1.670000000000000000e+07
1.757030635094184801e+07,6.096895527839660645e+02,1.610000000000000000e+07,1.670000000000000000e+07
2.023068102826798335e+07,1.209739112854003906e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.396759199040129781e+07,1.809788672924041748e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.617117195082453266e+07,2.409838233470916748e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.738148583749051020e+07,3.009884107589721680e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.796503370198346302e+07,3.609933667659759521e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.842003476205077767e+07,4.209983228206634521e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.098796235261917859e+07,4.810032788038253784e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.779680704720885679e+07,5.410082348585128784e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.697024554857783020e+07,6.010131908655166626e+03,1.610000000000000000e+07,1.670000000000000000e+07
