# resistance (ohms),time (s),res min,res_max
1.767112226638010144e+07,0.000000000000000000e+00,1.610000000000000000e+07,1.670000000000000000e+07
2.114924500341288373e+07,6.096195535659790039e+02,1.610000000000000000e+07,1.670000000000000000e+07
2.447324380452154577e+07,1.209669113397598267e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.992005531763443723e+07,1.809718673706054688e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.442256169113832712e+07,2.409768233776092529e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.470745130940246582e+07,3.009817794084548950e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.377787493795849383e+07,3.609863750219345093e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.577808641187473387e+07,4.209913310050964355e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.613596376071629673e+07,4.809962870121002197e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.703817537826853618e+07,5.410012430667877197e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.699788069876260310e+07,6.010061990499496460e+03,1.610000000000000000e+07,1.670000000000000000e+07
