# resistance (ohms),time (s),res min,res_max
1.526381578528115526e+07,0.000000000000000000e+00,1.610000000000000000e+07,1.670000000000000000e+07
2.263282200032153353e+07,6.096195530891418457e+02,1.610000000000000000e+07,1.670000000000000000e+07
2.445436016308040917e+07,1.209669113397598267e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.472212938444585353e+07,1.809718673229217529e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.368198565985196084e+07,2.409768233537673950e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.128454551945092902e+07,3.009822655677795410e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.925845543358578533e+07,3.609872215986251831e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.258186572527664900e+07,4.209921776056289673e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.051683671711088344e+07,4.809971336364746094e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.159174104253658280e+07,5.410020896434783936e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.316211671675259620e+07,6.010070456504821777e+03,1.610000000000000000e+07,1.670000000000000000e+07
