# resistance (ohms),time (s),res min,res_max
1.052876245220942050e+07,0.000000000000000000e+00,1.020000000000000000e+07,1.040000000000000000e+07
1.163211252645098791e+07,6.096895532608032227e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.211262610455037467e+07,1.209739113092422485e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.202012599411926232e+07,1.809788673639297485e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.299903557555258088e+07,2.409838233232498169e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.371853366215378046e+07,3.009879162549972534e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.431667880768751912e+07,3.609928721427917480e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.333148141281200945e+07,4.209978281736373901e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.388489119729833491e+07,4.810027841806411743e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.148515405729117803e+07,5.410077402114868164e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.221677305276976526e+07,6.010126962423324585e+03,1.020000000000000000e+07,1.040000000000000000e+07
