# resistance (ohms),time (s),res min,res_max
1.646600750823596865e+07,0.000000000000000000e+00,1.610000000000000000e+07,1.670000000000000000e+07
2.092323929385176301e+07,6.096395528316497803e+02,1.610000000000000000e+07,1.670000000000000000e+07
2.056833793771004304e+07,1.209689113140106201e+03,1.610000000000000000e+07,1.670000000000000000e+07
1.788282354976873100e+07,1.809738673448562622e+03,1.610000000000000000e+07,1.670000000000000000e+07
1.721325241073536500e+07,2.409788233280181885e+03,1.610000000000000000e+07,1.670000000000000000e+07
1.761961409803116322e+07,3.009835544109344482e+03,1.610000000000000000e+07,1.670000000000000000e+07
1.649220035193365999e+07,3.609885104417800903e+03,1.610000000000000000e+07,1.670000000000000000e+07
1.792025463391576335e+07,4.209934664487838745e+03,1.610000000000000000e+07,1.670000000000000000e+07
1.724042112935326993e+07,4.809984224557876587e+03,1.610000000000000000e+07,1.670000000000000000e+07
1.774139168160077929e+07,5.410033784866333008e+03,1.610000000000000000e+07,1.670000000000000000e+07
1.734480443537870049e+07,6.010083344936370850e+03,1.610000000000000000e+07,1.670000000000000000e+07
