# resistance (ohms),time (s),res min,res_max
9.117562294992181063e+08,0.000000000000000000e+00,4.770000000000000000e+08,1.000000000000000000e+10
1.099185784395567894e+09,6.055695559978485107e+02,4.770000000000000000e+08,1.000000000000000000e+10
8.123934850591902733e+08,1.205619116306304932e+03,4.770000000000000000e+08,1.000000000000000000e+10
7.939594800556267500e+08,1.805668676376342773e+03,4.770000000000000000e+08,1.000000000000000000e+10
6.317107621309233904e+08,2.405718236446380615e+03,4.770000000000000000e+08,1.000000000000000000e+10
9.144923498416820765e+08,3.005765375852584839e+03,4.770000000000000000e+08,1.000000000000000000e+10
8.102787948937398195e+08,3.605814936161041260e+03,4.770000000000000000e+08,1.000000000000000000e+10
7.927119898742777109e+08,4.205864495992660522e+03,4.770000000000000000e+08,1.000000000000000000e+10
8.270739002108873129e+08,4.805914056301116943e+03,4.770000000000000000e+08,1.000000000000000000e+10
9.020709763516501188e+08,5.405963616371154785e+03,4.770000000000000000e+08,1.000000000000000000e+10
7.910974888342720270e+08,6.006013176441192627e+03,4.770000000000000000e+08,1.000000000000000000e+10
