# resistance (ohms),time (s),res min,res_max
6.816831233493680954e+08,0.000000000000000000e+00,4.770000000000000000e+08,1.000000000000000000e+10
1.027649704535500765e+09,6.055595562458038330e+02,4.770000000000000000e+08,1.000000000000000000e+10
6.511393418071262836e+08,1.205609116315841675e+03,4.770000000000000000e+08,1.000000000000000000e+10
8.027879412292113304e+08,1.805658676624298096e+03,4.770000000000000000e+08,1.000000000000000000e+10
9.237236234067833424e+08,2.405708236694335938e+03,4.770000000000000000e+08,1.000000000000000000e+10
1.634947304700099945e+09,3.005757797002792358e+03,4.770000000000000000e+08,1.000000000000000000e+10
1.526829789731123924e+09,3.605811190128326416e+03,4.770000000000000000e+08,1.000000000000000000e+10
1.605973496792827845e+09,4.205860750436782837e+03,4.770000000000000000e+08,1.000000000000000000e+10
1.444930700711788654e+09,4.805910310506820679e+03,4.770000000000000000e+08,1.000000000000000000e+10
1.485742803146548986e+09,5.405959870576858521e+03,4.770000000000000000e+08,1.000000000000000000e+10
1.787373070058904409e+09,6.006009431123733521e+03,4.770000000000000000e+08,1.000000000000000000e+10
