# resistance (ohms),time (s),res min,res_max
2.520245014792805165e+07,0.000000000000000000e+00,2.380000000000000000e+07,2.500000000000000000e+07
2.784221890278626606e+07,6.088295543193817139e+02,2.380000000000000000e+07,2.500000000000000000e+07
2.528296466506458446e+07,1.208879114389419556e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.818426418152276427e+07,1.808928673982620239e+03,2.380000000000000000e+07,2.500000000000000000e+07
5.238975517205990851e+07,2.408978234529495239e+03,2.380000000000000000e+07,2.500000000000000000e+07
5.284507226053148508e+07,3.009033107995986938e+03,2.380000000000000000e+07,2.500000000000000000e+07
5.033910799148964882e+07,3.609082668781280518e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.256032242610725760e+07,4.209132228374481201e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.615409680609495193e+07,4.809181788444519043e+03,2.380000000000000000e+07,2.500000000000000000e+07
5.566429959947488457e+07,5.409231348752975464e+03,2.380000000000000000e+07,2.500000000000000000e+07
5.213291412409056723e+07,6.009280908823013306e+03,2.380000000000000000e+07,2.500000000000000000e+07
