# resistance (ohms),time (s),res min,res_max
2.535038333360342309e+07,0.000000000000000000e+00,2.380000000000000000e+07,2.500000000000000000e+07
3.895115523186367005e+07,6.096295530796051025e+02,2.380000000000000000e+07,2.500000000000000000e+07
4.660906752282179892e+07,1.209679113149642944e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.471131345722744614e+07,1.809728673458099365e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.227952860464949906e+07,2.409778233528137207e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.805969287940159440e+07,3.009822829246520996e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.624258275330992043e+07,3.609872389554977417e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.570414336419017613e+07,4.209921949625015259e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.705609084381619841e+07,4.809971510171890259e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.771191317805904895e+07,5.410021070003509521e+03,2.380000000000000000e+07,2.500000000000000000e+07
5.275398707776315510e+07,6.010070630550384521e+03,2.380000000000000000e+07,2.500000000000000000e+07
