# resistance (ohms),time (s),res min,res_max
1.674456615595153719e+07,0.000000000000000000e+00,1.610000000000000000e+07,1.670000000000000000e+07
2.473223683975325897e+07,6.096295530796051025e+02,1.610000000000000000e+07,1.670000000000000000e+07
2.576327744607322291e+07,1.209679113388061523e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.208336757831780240e+07,1.809728673458099365e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.418007601899141818e+07,2.409778233528137207e+03,1.610000000000000000e+07,1.670000000000000000e+07
2.868756760700444505e+07,3.009827320337295532e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.223326803491033986e+07,3.609876880407333374e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.793524673406925797e+07,4.209926440715789795e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.131839727544475347e+07,4.809976000785827637e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.530710507489623129e+07,5.410025561332702637e+03,1.610000000000000000e+07,1.670000000000000000e+07
3.786131989914759248e+07,6.010075120925903320e+03,1.610000000000000000e+07,1.670000000000000000e+07
