# resistance (ohms),time (s),res min,res_max
2.573862647963819280e+07,0.000000000000000000e+00,2.380000000000000000e+07,2.500000000000000000e+07
3.070817474473941326e+07,6.096095530986785889e+02,2.380000000000000000e+07,2.500000000000000000e+07
3.239586156733905897e+07,1.209659113407135010e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.587346962343648076e+07,1.809708673477172852e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.274420017494865879e+07,2.409758233785629272e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.346062457595141605e+07,3.009805286407470703e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.917726236785183847e+07,3.609854846954345703e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.261401138509593159e+07,4.209904407262802124e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.372823484503896534e+07,4.809953967332839966e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.064484749505530298e+07,5.410003527402877808e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.855731754441653937e+07,6.010053087949752808e+03,2.380000000000000000e+07,2.500000000000000000e+07
