# resistance (ohms),time (s),res min,res_max
1.057933748009861447e+07,0.000000000000000000e+00,1.020000000000000000e+07,1.040000000000000000e+07
1.095441874030253291e+07,6.096295535564422607e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.345597648541197181e+07,1.209679113149642944e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.117913696693703905e+07,1.809728673458099365e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.378364482601739094e+07,2.409769207000732422e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.169476964642653242e+07,3.009818767070770264e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.540537471956441179e+07,3.609868327617645264e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.716121557386148348e+07,4.209917887449264526e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.754198342628143355e+07,4.809967447757720947e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.788783166834886745e+07,5.410017007827758789e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.637862989747239649e+07,6.010059564352035522e+03,1.020000000000000000e+07,1.040000000000000000e+07
