# resistance (ohms),time (s),res min,res_max
1.017233548628949001e+07,0.000000000000000000e+00,1.020000000000000000e+07,1.040000000000000000e+07
1.188701565173454769e+07,3.964997196197509766e+01,1.020000000000000000e+07,1.040000000000000000e+07
1.155126867439460009e+07,6.969994878768920898e+01,1.020000000000000000e+07,1.040000000000000000e+07
1.142034466908560507e+07,9.974992680549621582e+01,1.020000000000000000e+07,1.040000000000000000e+07
1.186237629268985242e+07,1.297999045848846436e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.139181167968276143e+07,1.598498828411102295e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.179326980617307127e+07,1.898998606204986572e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.167976083680767752e+07,2.199498388767242432e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.222546749973773584e+07,2.499998164176940918e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.172917778885950521e+07,2.800497946739196777e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.208705118437086232e+07,3.100997722148895264e+02,1.020000000000000000e+07,1.040000000000000000e+07
