# resistance (ohms),time (s),res min,res_max
3.338287708376586437e+07,0.000000000000000000e+00,4.530000000000000000e+07,4.980000000000000000e+07
5.889454306603978574e+07,6.088295528888702393e+02,4.530000000000000000e+07,4.980000000000000000e+07
6.361989464341863245e+07,1.208879112482070923e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.931378977413252741e+07,1.808928673267364502e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.435147610715794563e+07,2.408978233337402344e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.856993400058700889e+07,3.009026585340499878e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.260933605235497653e+07,3.609076145410537720e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.228490536831584573e+07,4.209125705718994141e+03,4.530000000000000000e+07,4.980000000000000000e+07
4.921049051127258688e+07,4.809175265789031982e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.053853146536196023e+07,5.409224826097488403e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.508811872885739058e+07,6.009274385929107666e+03,4.530000000000000000e+07,4.980000000000000000e+07
