# resistance (ohms),time (s),res min,res_max
3.424152800051986426e+07,0.000000000000000000e+00,4.530000000000000000e+07,4.980000000000000000e+07
6.540061522254098207e+07,6.088295536041259766e+02,4.530000000000000000e+07,4.980000000000000000e+07
6.026171820898630470e+07,1.208879113674163818e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.954370002591782808e+07,1.808928673982620239e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.856598871044266224e+07,2.408978234052658081e+03,4.530000000000000000e+07,4.980000000000000000e+07
8.051003143559263647e+07,3.009019201517105103e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.051230740922355652e+07,3.609068761348724365e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.860503026461514831e+07,4.209118321657180786e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.772722507378146052e+07,4.809167881727218628e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.096321695450909436e+07,5.409217441797256470e+03,4.530000000000000000e+07,4.980000000000000000e+07
9.058568354869776964e+07,6.009267001867294312e+03,4.530000000000000000e+07,4.980000000000000000e+07
