# resistance (ohms),time (s),res min,res_max
1.188801318019266054e+07,0.000000000000000000e+00,1.230000000000000000e+07,1.330000000000000000e+07
1.213409382229379378e+07,3.955171012878417969e+01,1.230000000000000000e+07,1.330000000000000000e+07
1.216337901782940328e+07,6.959564638137817383e+01,1.230000000000000000e+07,1.330000000000000000e+07
1.206172326346857660e+07,9.964113855361938477e+01,1.230000000000000000e+07,1.330000000000000000e+07
1.249957235838069022e+07,1.296863331794738770e+02,1.230000000000000000e+07,1.330000000000000000e+07
1.323587563973619789e+07,1.597344677448272705e+02,1.230000000000000000e+07,1.330000000000000000e+07
1.244090407278560847e+07,1.897767109870910645e+02,1.230000000000000000e+07,1.330000000000000000e+07
1.273759061569730006e+07,2.198207485675811768e+02,1.230000000000000000e+07,1.330000000000000000e+07
1.277567136057182215e+07,2.498664913177490234e+02,1.230000000000000000e+07,1.330000000000000000e+07
1.249233993138544820e+07,2.799118545055389404e+02,1.230000000000000000e+07,1.330000000000000000e+07
1.263585670359775797e+07,3.099642479419708252e+02,1.230000000000000000e+07,1.330000000000000000e+07
