# resistance (ohms),time (s),res min,res_max
7.642195173181886785e+06,0.000000000000000000e+00,8.080000000000000000e+06,8.160000000000000000e+06
7.307970238232741132e+06,4.031392168998718262e+01,8.080000000000000000e+06,8.160000000000000000e+06
6.712348088571285829e+06,7.036071419715881348e+01,8.080000000000000000e+06,8.160000000000000000e+06
7.359626802156413905e+06,1.004099109172821045e+02,8.080000000000000000e+06,8.160000000000000000e+06
7.755825757494439371e+06,1.304525818824768066e+02,8.080000000000000000e+06,8.160000000000000000e+06
7.430141990756457672e+06,1.605019869804382324e+02,8.080000000000000000e+06,8.160000000000000000e+06
1.105998507662941702e+07,1.905428729057312012e+02,8.080000000000000000e+06,8.160000000000000000e+06
1.092810136667283811e+07,2.205946507453918457e+02,8.080000000000000000e+06,8.160000000000000000e+06
1.126487332767097652e+07,2.506354694366455078e+02,8.080000000000000000e+06,8.160000000000000000e+06
1.146197780170450546e+07,2.806841764450073242e+02,8.080000000000000000e+06,8.160000000000000000e+06
1.167491824787352234e+07,3.107322449684143066e+02,8.080000000000000000e+06,8.160000000000000000e+06
