# resistance (ohms),time (s),res min,res_max
1.016637962419060707e+09,0.000000000000000000e+00,7.410000000000000000e+08,1.000000000000000000e+10
7.834653953049864769e+08,3.549959111213684082e+01,7.410000000000000000e+08,1.000000000000000000e+10
6.879956131198122501e+08,6.554761266708374023e+01,7.410000000000000000e+08,1.000000000000000000e+10
6.751078552309516668e+08,9.559720396995544434e+01,7.410000000000000000e+08,1.000000000000000000e+10
6.647098318241584301e+08,1.256428880691528320e+02,7.410000000000000000e+08,1.000000000000000000e+10
6.860244895238606930e+08,1.556864216327667236e+02,7.410000000000000000e+08,1.000000000000000000e+10
6.874116551429778337e+08,1.857297303676605225e+02,7.410000000000000000e+08,1.000000000000000000e+10
6.627294177052563429e+08,2.157718739509582520e+02,7.410000000000000000e+08,1.000000000000000000e+10
8.212364384710115194e+08,2.458236961364746094e+02,7.410000000000000000e+08,1.000000000000000000e+10
8.449183967250962257e+08,2.758757922649383545e+02,7.410000000000000000e+08,1.000000000000000000e+10
8.675012358205730915e+08,3.059271557331085205e+02,7.410000000000000000e+08,1.000000000000000000e+10
