# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
4.363255221392987967e+08,-2.291866850000000047e-10,3.000000000000000000e+01,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
4.698617251446859241e+08,-2.128285720000000062e-10,6.001833333333333087e+01,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
4.793013243766614199e+08,-2.086370200000000274e-10,9.003666666666666174e+01,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
5.122639918467653394e+08,-1.952118470000000036e-10,1.200550000000000068e+02,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
4.667422985222038627e+08,-2.142509909999999938e-10,1.500733333333333235e+02,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
3.906614948033133745e+08,-2.559760850000000125e-10,1.800916666666666686e+02,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
4.898165354450617433e+08,-2.041580730000000145e-10,2.101100000000000136e+02,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
4.904181368789387345e+08,-2.039076300000000117e-10,2.401283333333333303e+02,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
5.545383320047056675e+08,-1.803301850000000091e-10,2.701466666666666470e+02,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
5.459716451264019012e+08,-1.831596950000000023e-10,3.001650000000000205e+02,5.000000000000000000e+08,1.000000000000000000e+10,6.000000000000000000e+00,1.000000000000000000e+00
