# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
2.277725783372078836e+07,-4.390344120000000113e-09,3.000000000000000000e+01,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.206310285477345437e+07,-4.532454054999999553e-09,6.001833333333333087e+01,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.047370156872316450e+07,-4.884314625000000710e-09,9.003666666666666174e+01,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.108794712003250793e+07,-4.742045274999999505e-09,1.200550000000000068e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
1.991820072997018695e+07,-5.020533800000000210e-09,1.500733333333333235e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.015138577427531034e+07,-4.962437875000000231e-09,1.800916666666666686e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.027611122196005285e+07,-4.931912184999999478e-09,2.101100000000000136e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
1.987117635595492646e+07,-5.032414699999999840e-09,2.401283333333333303e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.333163375991512090e+07,-4.286026475000000050e-09,2.701466666666666470e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.450385807241905108e+07,-4.080990010000000238e-09,3.001650000000000205e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
