# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
2.860406327412159741e+07,-3.496006810000000273e-09,3.000000000000000000e+01,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.680685730883294716e+07,-3.730388790000000171e-09,6.001833333333333087e+01,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.742770653111016378e+07,-3.645948300000000087e-09,9.003666666666666174e+01,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
2.974754674547715858e+07,-3.361621745000000452e-09,1.200550000000000068e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.521558163838303089e+07,-2.839652090000000223e-09,1.500733333333333235e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.418345080083090812e+07,-2.925392190000000416e-09,1.800916666666666686e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.165962383823724091e+07,-3.158597225000000181e-09,2.101100000000000136e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.197360913649206236e+07,-3.127579360000000115e-09,2.401283333333333303e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.451722418806634843e+07,-2.897104340000000158e-09,2.701466666666666470e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
3.620863463797974586e+07,-2.761772184999999774e-09,3.001650000000000205e+02,2.380000000000000000e+07,2.500000000000000000e+07,1.100000000000000000e+01,1.000000000000000000e+00
