# resistance (ohms),time (s),res min,res_max
7.240008175127631426e+07,0.000000000000000000e+00,4.530000000000000000e+07,4.980000000000000000e+07
8.233920273518973589e+07,6.079695544242858887e+02,4.530000000000000000e+07,4.980000000000000000e+07
5.688640930891022831e+07,1.208019114732742310e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.602806230493094772e+07,1.808068674802780151e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.413614225093628466e+07,2.408118235111236572e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.556667413834689558e+07,3.008167795181274414e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.098224269176588953e+07,3.608216885805130005e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.657908543849685788e+07,4.208272267341613770e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.991558612536281347e+07,4.808321827650070190e+03,4.530000000000000000e+07,4.980000000000000000e+07
1.891076436732794642e+08,5.408371387481689453e+03,4.530000000000000000e+07,4.980000000000000000e+07
2.051710970403769314e+08,6.008420947551727295e+03,4.530000000000000000e+07,4.980000000000000000e+07
