# resistance (ohms),time (s),res min,res_max
3.661522369316641241e+07,0.000000000000000000e+00,4.530000000000000000e+07,4.980000000000000000e+07
6.114374409121378511e+07,6.088595535755157471e+02,4.530000000000000000e+07,4.980000000000000000e+07
8.035706320320396125e+07,1.208909113645553589e+03,4.530000000000000000e+07,4.980000000000000000e+07
8.574710622766707838e+07,1.808958673954010010e+03,4.530000000000000000e+07,4.980000000000000000e+07
9.507296382214367390e+07,2.409003499984741211e+03,4.530000000000000000e+07,4.980000000000000000e+07
8.181319026156783104e+07,3.009053060054779053e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.272289507343620062e+07,3.609102620124816895e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.834159676578938961e+07,4.209152180671691895e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.140225113075961173e+07,4.809201740741729736e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.121396093416599929e+07,5.409251301527023315e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.312003173970939219e+07,6.009297283649444580e+03,4.530000000000000000e+07,4.980000000000000000e+07
