# resistance (ohms),time (s),res min,res_max
3.599428992343740910e+07,0.000000000000000000e+00,4.530000000000000000e+07,4.980000000000000000e+07
5.610322608507108688e+07,6.088395533561706543e+02,4.530000000000000000e+07,4.980000000000000000e+07
5.580799091070877761e+07,1.208889113664627075e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.478487718319448084e+07,1.808938673496246338e+03,4.530000000000000000e+07,4.980000000000000000e+07
8.678742918733763695e+07,2.408988233804702759e+03,4.530000000000000000e+07,4.980000000000000000e+07
1.015277287517296970e+08,3.009037793874740601e+03,4.530000000000000000e+07,4.980000000000000000e+07
8.395978767463029921e+07,3.609080837011337280e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.374435922021888196e+07,4.209130397081375122e+03,4.530000000000000000e+07,4.980000000000000000e+07
9.122856671492171288e+07,4.809179957389831543e+03,4.530000000000000000e+07,4.980000000000000000e+07
1.245832034667638540e+08,5.409229517221450806e+03,4.530000000000000000e+07,4.980000000000000000e+07
9.987850838167557120e+07,6.009279078006744385e+03,4.530000000000000000e+07,4.980000000000000000e+07
