# pulse_v,pulse_width,num_applied,meas_v,i_0,i_1,i_2,i_3,i_4
4.200000000000000178e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-3.616897989999999722e-09,-3.534937000000000487e-09,-3.515892444999999978e-09,-4.066477220000000234e-09,-4.092400039999999819e-09
4.200000000000000178e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-4.554554174999999836e-09,-4.633506319999999797e-09,-4.615782574999999537e-09,-4.527267010000000351e-09,-4.301994435000000369e-09
4.400000000000000355e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-3.921986469999999804e-09,-4.018720760000000443e-09,-3.779582599999999889e-09,-3.566955534999999916e-09,-3.507736030000000024e-09
4.600000000000000533e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-3.627836735000000196e-09,-3.817853584999999741e-09,-3.744008825000000224e-09,-3.686892860000000202e-09,-3.783634894999999671e-09
4.800000000000000711e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-4.199034689999999722e-09,-3.939334935000000046e-09,-4.228857329999999702e-09,-3.985720290000000428e-09,-3.890023880000000094e-09
5.000000000000000888e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-3.507912194999999684e-09,-3.419229585000000105e-09,-3.391512154999999783e-09,-3.673562055000000034e-09,-3.672191670000000111e-09
5.200000000000001066e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-4.081563925000000131e-09,-4.240901065000000201e-09,-4.257394709999999597e-09,-4.220326549999999773e-09,-4.124316124999999676e-09
5.400000000000001243e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-4.191081584999999892e-09,-4.212598510000000301e-09,-3.808202525000000538e-09,-3.800201344999999858e-09,-3.748032975000000050e-09
5.600000000000001421e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-5.205095050000000641e-09,-5.188620249999999891e-09,-5.240856750000000241e-09,-5.037727250000000089e-09,-5.023720800000000356e-09
5.800000000000001599e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-5.136496950000000057e-09,-4.658516085000000404e-09,-4.615261800000000206e-09,-4.238481149999999982e-09,-5.064209600000000524e-09
6.000000000000001776e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-5.482477150000000615e-09,-5.515420250000000872e-09,-5.253393250000000407e-09,-5.399184550000000170e-09,-5.246152099999999971e-09
6.200000000000001954e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-4.054705359999999959e-09,-4.203140840000000045e-09,-4.036004820000000090e-09,-4.417155249999999805e-09,-4.107478360000000104e-09
6.400000000000002132e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-5.111798400000000801e-09,-4.903666880000000457e-09,-5.095345350000000366e-09,-4.927490814999999919e-09,-5.012845500000000337e-09
6.600000000000002309e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-3.896740665000000716e-09,-3.907702730000000022e-09,-4.009696740000000283e-09,-3.703425685000000424e-09,-3.740741560000000382e-09
6.800000000000002487e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-5.422313800000000450e-09,-4.685887124999999742e-09,-5.172652049999999330e-09,-5.045953549999999408e-09,-5.010726899999999968e-09
7.000000000000002665e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-5.052490100000000231e-09,-4.773150194999999942e-09,-4.749176199999999960e-09,-4.742198795000000135e-09,-4.812839709999999844e-09
7.200000000000002842e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-4.826996229999999935e-09,-4.843448965000000517e-09,-4.981870090000000486e-09,-4.960508894999999592e-09,-4.864961274999999704e-09
7.400000000000003020e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-7.635224649999999855e-09,-7.288308000000000222e-09,-7.033672949999999462e-09,-7.025390350000000395e-09,-6.822763200000000732e-09
-2.000000000000000111e-01,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-6.850340900000000435e-09,-7.040849199999999890e-09,-7.034321449999999390e-09,-6.962523499999999526e-09,-6.549266999999999528e-09
-4.000000000000000222e-01,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-5.869289600000000808e-09,-5.552849200000000065e-09,-5.740247050000000615e-09,-5.812269199999999982e-09,-5.456260050000000363e-09
4.200000000000000178e+00,4.999999999999999774e-07,1.000000000000000000e+03,-1.000000000000000056e-01,-5.864736900000000413e-09,-5.868665800000000482e-09,-6.250558699999999971e-09,-6.249645600000000068e-09,-6.055525449999999868e-09
