# resistance (ohms),time (s),res min,res_max
2.371032792673364654e+07,0.000000000000000000e+00,2.380000000000000000e+07,2.500000000000000000e+07
3.068911781865973771e+07,6.096395530700683594e+02,2.380000000000000000e+07,2.500000000000000000e+07
3.283335062693272159e+07,1.209689113140106201e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.861777558445975929e+07,1.809738673448562622e+03,2.380000000000000000e+07,2.500000000000000000e+07
4.028234256444503367e+07,2.409788233757019043e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.574822412072420865e+07,3.009842975854873657e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.688941985634371638e+07,3.609892536163330078e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.738636267855051905e+07,4.209942096233367920e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.904724686413708329e+07,4.809991656780242920e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.905846515374913067e+07,5.410041216611862183e+03,2.380000000000000000e+07,2.500000000000000000e+07
3.876937294904686511e+07,6.010090776920318604e+03,2.380000000000000000e+07,2.500000000000000000e+07
