# resistance (ohms),time (s),res min,res_max
1.071457045399552956e+07,0.000000000000000000e+00,1.020000000000000000e+07,1.040000000000000000e+07
1.259393683675960079e+07,6.096495530605316162e+02,1.020000000000000000e+07,1.040000000000000000e+07
1.308879117219149694e+07,1.209699113130569458e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.457588156571496278e+07,1.809748673439025879e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.799038478698520735e+07,2.409792882442474365e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.666568116938685253e+07,3.009842443227767944e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.438804431788145192e+07,3.609892002820968628e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.698237236541419104e+07,4.209941563606262207e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.519100532067999616e+07,4.809991123199462891e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.453272409053631313e+07,5.410040683507919312e+03,1.020000000000000000e+07,1.040000000000000000e+07
1.398628608285232447e+07,6.010082436084747314e+03,1.020000000000000000e+07,1.040000000000000000e+07
