# resistance (ohms),time (s),res min,res_max
3.203535719307943061e+07,0.000000000000000000e+00,4.530000000000000000e+07,4.980000000000000000e+07
4.360873288948132098e+07,6.088295533657073975e+02,4.530000000000000000e+07,4.980000000000000000e+07
5.335749958518545330e+07,1.208879113435745239e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.240400843811026961e+07,1.808928673744201660e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.270358372262571007e+07,2.408978233814239502e+03,4.530000000000000000e+07,4.980000000000000000e+07
8.810934533286754787e+07,3.009020228624343872e+03,4.530000000000000000e+07,4.980000000000000000e+07
5.953443266370078921e+07,3.609069788694381714e+03,4.530000000000000000e+07,4.980000000000000000e+07
4.835133877556017786e+07,4.209119348764419556e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.552257875368084759e+07,4.809168909788131714e+03,4.530000000000000000e+07,4.980000000000000000e+07
8.446760401988625526e+07,5.409218469142913818e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.118561894680729508e+07,6.009268029451370239e+03,4.530000000000000000e+07,4.980000000000000000e+07
