# resistance (ohms),time (s),res min,res_max
2.756837209909599423e+08,0.000000000000000000e+00,4.770000000000000000e+08,1.000000000000000000e+10
8.387260806288149357e+08,6.063795559406280518e+02,4.770000000000000000e+08,1.000000000000000000e+10
6.265962500307266712e+08,1.206429115533828735e+03,4.770000000000000000e+08,1.000000000000000000e+10
4.492794581847880483e+08,1.806478676319122314e+03,4.770000000000000000e+08,1.000000000000000000e+10
5.713075815412600040e+08,2.406528236150741577e+03,4.770000000000000000e+08,1.000000000000000000e+10
4.998432891319913864e+08,3.006572239637374878e+03,4.770000000000000000e+08,1.000000000000000000e+10
5.941259325154074430e+08,3.606621799945831299e+03,4.770000000000000000e+08,1.000000000000000000e+10
5.566454636624368429e+08,4.206671360015869141e+03,4.770000000000000000e+08,1.000000000000000000e+10
4.782065906221908927e+08,4.806720920324325562e+03,4.770000000000000000e+08,1.000000000000000000e+10
5.223464130999382138e+08,5.406770480394363403e+03,4.770000000000000000e+08,1.000000000000000000e+10
5.703065483699716330e+08,6.006820040464401245e+03,4.770000000000000000e+08,1.000000000000000000e+10
