# resistance (ohms),time (s),res min,res_max
1.755067623940220848e+07,0.000000000000000000e+00,1.610000000000000000e+07,1.670000000000000000e+07
1.917746767215919867e+07,3.962997102737426758e+01,1.610000000000000000e+07,1.670000000000000000e+07
1.960964914749109372e+07,6.967994928359985352e+01,1.610000000000000000e+07,1.670000000000000000e+07
2.046374894656968862e+07,9.972992682456970215e+01,1.610000000000000000e+07,1.670000000000000000e+07
2.016948834531075880e+07,1.297799057960510254e+02,1.610000000000000000e+07,1.670000000000000000e+07
1.864636438081973791e+07,1.598298828601837158e+02,1.610000000000000000e+07,1.670000000000000000e+07
1.943593647123158723e+07,1.898798608779907227e+02,1.610000000000000000e+07,1.670000000000000000e+07
2.009521377543623373e+07,2.199298388957977295e+02,1.610000000000000000e+07,1.670000000000000000e+07
2.083950690700761601e+07,2.499798171520233154e+02,1.610000000000000000e+07,1.670000000000000000e+07
2.105553507074246183e+07,2.800297946929931641e+02,1.610000000000000000e+07,1.670000000000000000e+07
1.949353115940564498e+07,3.100797731876373291e+02,1.610000000000000000e+07,1.670000000000000000e+07
