# resistance (ohms),current (A),time (s),res min,res_max,sensitivity,integ_time
1.988581584428029954e+08,-5.028709950000000292e-10,1.000000000000000000e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.990963752185418308e+08,-5.022693150000001162e-10,1.004999999999999893e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.994664591364434659e+08,-5.013374200000000333e-10,1.010000000000000009e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.994928671873942614e+08,-5.012710550000000125e-10,1.014999999999999902e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.995806013243769705e+08,-5.010506999999999560e-10,1.020000000000000018e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
1.999792621505149901e+08,-5.000518500000000158e-10,1.024999999999999911e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.001386384365085959e+08,-4.996536440000000886e-10,1.030000000000000027e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.002501609115174115e+08,-4.993753790000000388e-10,1.034999999999999920e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.007526046516201496e+08,-4.981255419999999886e-10,1.040000000000000036e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.011759869055435359e+08,-4.970772185000000107e-10,1.044999999999999929e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.013968375115804374e+08,-4.965321265000000127e-10,1.050000000000000044e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.019760884023324251e+08,-4.951081130000000514e-10,1.054999999999999938e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.026461809859021902e+08,-4.934709329999999923e-10,1.060000000000000053e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.029905155482878983e+08,-4.926338540000000495e-10,1.064999999999999947e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.033686439767761827e+08,-4.917178875000000853e-10,1.070000000000000062e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.039616293309549987e+08,-4.902882975000000875e-10,1.074999999999999956e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.042470033234551549e+08,-4.896032665000000289e-10,1.080000000000000071e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.044479660652031898e+08,-4.891220095000000517e-10,1.084999999999999964e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.050174834912080169e+08,-4.877632790000000681e-10,1.090000000000000080e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.053955844654952586e+08,-4.868653835000000990e-10,1.094999999999999973e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.055449841600560248e+08,-4.865115070000000835e-10,1.100000000000000089e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.060381643337981999e+08,-4.853469759999999956e-10,1.104999999999999982e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.065513295953333080e+08,-4.841411585000000271e-10,1.110000000000000098e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.066722236349704266e+08,-4.838579574999999714e-10,1.114999999999999991e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.068136588128642142e+08,-4.835270580000000301e-10,1.120000000000000107e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.070537238497837484e+08,-4.829664404999999717e-10,1.125000000000000000e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.070562901542904675e+08,-4.829604545000000446e-10,1.129999999999999893e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.069434018549632728e+08,-4.832239110000000020e-10,1.135000000000000009e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.071228766055251360e+08,-4.828051910000000330e-10,1.140000000000000124e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.070154657621349394e+08,-4.830556965000000558e-10,1.145000000000000018e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.065222468159928322e+08,-4.842093360000000053e-10,1.149999999999999911e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.063376344433866739e+08,-4.846425630000000575e-10,1.155000000000000027e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.060949500353450179e+08,-4.852132475000000659e-10,1.159999999999999920e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.054552013049035072e+08,-4.867241100000000595e-10,1.165000000000000036e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.049954076313796043e+08,-4.878158060000000494e-10,1.169999999999999929e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
2.048119213252935410e+08,-4.882528289999999923e-10,1.175000000000000044e+00,9.000000000000000000e+07,4.770000000000000000e+08,8.000000000000000000e+00,2.000000000000000111e-01
